TIME,SL,EEG,BP,HR,CIRCLUATION,target
14151.4,251266,-5729,75,389,10518,0
13815.1,96031,-7380,94,301,4067,0
4874.63,3906.89,-1359.52,19,72,340,1
9130.63,32402.2,-3667.06,91,176,1922,1
16431.1,98686,-6111,34,306,3631,0
4966.31,2915.7,-1207.01,46,67,224,1
8549.67,9615.71,-2811.53,23,138,554,1
9288.05,23072.6,-2.11E+03,11,166,1111,1
9110.43,17086,-2925,25,165,934,0
10812.2,48647,-4535,38,197,2460,0
6981.71,8698,-2918,20,119,522,0
10073.8,43811.6,-3025.93,97,159,2181,1
9530.92,39006.4,-4260.95,28,193,2118,1
17736,152573,-11260,112,452,5855,0
15434.7,116943,-5.96E+03,58,271,4426,1
6798.65,13585.2,-1466.91,24,96,804,1
6642.2,10329,-3.16E+03,15,109,689,1
8500.14,26989.7,-2.59E+03,26,156,1364,1
14132.4,141457,-4.56E+03,47,315,5844,1
12743,79273.9,-4.49E+03,32,272,3539,1
8627.27,26055,-2137,89,139,1357,0
9063.73,25889.3,-3058.8,35,157,1519,1
9094.51,26834.1,-2.04E+03,32,156,1364,1
8723.38,32780,-2672,30,185,1868,0
5770.57,2674,-1725,3,73,150,0
12384.1,71084,-6070,36,266,3045,0
14154.9,67058.4,-3.27E+03,46,224,2192,1
7418.72,9309.47,-3061.09,23,138,554,1
16561,270663,-7965,65,374,9816,0
23265.7,475825,-1.38E+04,73,483,15505,1
3860.48,740,-1710,6,51,64,0
9759.87,52089.2,-3.14E+03,32,188,2599,1
14395.6,51736.2,-2.45E+03,36,234,2464,1
24286.7,364373,-13287,93,600,11747,0
18747.4,251499,-12190,69,470,9008,0
15479.7,216958,-9534,57,328,8461,0
10844.1,38368,-6204,129,211,1809,0
8146.2,37918.5,-2.80E+03,13,196,1885,1
9807.82,29216,-4279,260,206,1692,0
5231.5,3087.57,-792.291,50,51,132,1
14924.3,362992,-8159,58,371,12323,0
9730.09,22845,-3462,39,214,1025,0
5221.26,3034.16,-1245.65,49,67,224,1
7990.73,10120.7,-1912.66,64,104,372,0
10900.6,28928,-6088,44,258,1366,0
7291.1,6481,-2528,10,119,372,0
7470.13,14290.1,-2371.38,88,120,809,1
12096.9,45464,-5160,16,228,2002,0
14362.6,54070.5,-5.07E+03,41,215,2188,1
16838.9,378797,-14414,91,482,14635,0
8664.57,34452,-3987,30,164,1809,0
6665.57,10377,-2538,72,117,727,0
9768.74,22293,-4782,31,190,1163,0
14912.9,141602,-6.13E+03,50,315,5844,1
15372.2,169460,-4.41E+03,72,403,6746,1
8581.08,13624.8,-2980.91,17,148,729,1
14401.3,133781,-5512,51,291,5842,0
11709.8,75826,-4969,26,249,3794,0
8169.53,2794,-2120,23,120,134,0
14965.5,110805,-9591,96,316,4240,0
20782.5,378608,-10140,71,465,13465,0
9575.7,27887,-2299,35,186,1416,0
8483.97,12104.6,-2701.25,87,136,619,1
12357.5,33691,-2.24E+03,32,234,1581,1
5498.18,3687.67,-790.338,41,51,132,1
13924.8,180839,-10393,150,384,7221,0
10896.1,34052,-4550,35,196,1580,0
18143.5,97301,-7136,94,373,3556,0
3747.51,1137,-872,10,52,101,0
5090.71,3163,-933,15,81,203,0
7676.15,4569.88,-3029.87,24,131,271,0
16155.2,105052,-23371,58,292,3632,0
9481.96,37692,-4468,18,188,1993,0
8240.24,17310,-4802,100,141,970,0
17033.2,110184,-5.64E+03,32,322,4619,1
13014.8,50367,-3780,101,270,2264,0
12813.9,75836,-4582,77,255,3294,0
8631.6,16666.4,-2860.13,76,142,844,1
8302.28,12834.3,-2863.14,42,136,619,1
9761.2,34220,-4547,23,188,1991,0
8283.25,14264,-1954,19,137,805,0
17043.6,136879,-6925,47,344,5211,0
11026.7,38291,-3967,81,205,1751,1
24689.5,279650,-12608,64,463,7842,0
7330.73,14177.2,-2111.64,52,120,809,1
18344.8,160546,-5.69E+03,80,388,6290,1
18752,167196,-6081,87,408,5435,0
12179.1,65233,-6074,31,224,2192,0
7850.92,14093.4,-2835.79,19,140,845,0
5029.14,2786.95,-1161.56,25,67,224,1
8485.82,15549,-1958,55,129,764,0
27488,918289,-12882,129,675,24441,0
4582.77,3137,-543,7,66,245,0
17479.7,130316,-6787,33,296,4067,0
11364.7,151931,-7002,144,266,6967,0
8255.31,20153,-2989,101,174,1165,0
4216.26,1961.88,-1077.47,6,63,166,1
7959.39,24911,-3279,28,146,1308,0
14557.5,141462,-4.48E+03,51,315,5844,1
10603.5,28639,-3634,20,159,1019,0
11990.8,28618.5,-5929.97,67,248,1421,0
12672.9,46398.3,-5972.28,57,273,2061,1
4789.95,3232.93,-1169.78,33,71,249,1
11215.6,79048.2,-4.42E+03,35,272,3539,1
17902.4,117973,-5750,37,315,2910,0
7078.13,10408,-2050,19,122,517,0
6765.94,10304,-3406,44,106,655,0
14153.2,117576,-7048.1,174,284,4623,0
12841.1,73562,-7306,66,294,3380,0
13467.4,75642.5,-4.17E+03,43,264,3217,1
17237.8,195335,-10008,78,403,7345,0
9257.81,36892.8,-4.50E+03,47,196,1997,1
8662.92,14532,-3487,7,131,732,0
20672.5,251685,-1.52E+04,72,540,8870,1
10031.4,39405,-4657,21,192,1934,0
20334.3,136242,-6290,102,359,4922,0
6060.64,5642,-2248,17,98,370,0
15391.2,223571,-8300,88,333,8334,0
7907.76,9731.29,-1.94E+03,39,154,587,1
13526.3,51956.1,-3.65E+03,34,234,2464,1
13694.3,90410.3,-6.03E+03,51,254,3885,1
9295.56,27281.9,-2956.96,96,158,1403,1
23119.4,418518,-10674,80,504,13141,0
20403,197338,-4.73E+03,73,403,6746,1
29566.5,673412,-359930,139,663,17345,0
15509.3,219614,-8553,38,308,7443,0
10533.6,39399,-5331,125,234,1998,0
11907.7,78689.6,-6.44E+03,38,272,3539,1
13560.4,117845,-2.58E+03,47,235,4905,1
9389.9,52095.7,-3.18E+03,29,188,2599,1
10725.7,35630,-4015,52,199,1811,0
8894.41,12250.8,-2745.73,92,136,619,1
5904.58,9941.89,-3.58E+03,24,109,689,1
13053.7,53096.2,-1.93E+03,83,224,2192,1
5194.28,3459.11,-821.4,49,51,132,1
18577.3,160922,-3.69E+03,85,388,6290,1
14590.7,50439.6,-3.73E+03,42,234,2464,1
9892.31,17007.1,-3770.57,80,172,973,1
11511.5,88007,-6440,50,275,4708,0
16104,122366,-5.22E+03,63,271,4426,1
34514.9,1242860,-17047,156,721,28833,0
4808.96,4806,-1494,15,75,367,0
24831.1,268329,-8.30E+03,112,537,8350,1
11971.6,111162,-6193,30,245,4335,0
9792.46,33109.2,-3601.05,85,176,1922,1
10669.5,15164,-4385,15,175,769,0
8172.56,10236.6,-2842.37,94,130,490,1
14053.2,139556,-5.24E+03,34,315,5844,1
11925.6,72178,-6043,38,272,3296,0
12635.2,90676.4,-5.46E+03,53,254,3885,1
6910.29,13650,-2795,19,119,846,0
12477.7,113386,-3.34E+03,39,235,4905,1
10459.9,26966,-4195.91,51,214,1469,1
7564.5,7627,-1351,15,130,519,0
4454.01,1399,-1112,8,61,101,0
21245.6,278356,-10419,74,461,9551,0
17578,110814,-4.37E+03,37,322,4619,1
3619.91,2399,-977,7,56,183,0
13178.4,96392,-6243,99,266,3891,0
11010.2,30151,-3268,33,208,1362,0
6411.43,10238.9,-2.74E+03,13,109,689,1
13458.1,128005,-5575,55,302,5316,0
7210.83,15829.1,-2686.69,68,134,970,1
26182.1,659751,-20749,108,715,20635,0
12258.4,78527.8,-5.46E+03,45,272,3539,1
13760.7,141937,-6159.39,191,308,6057,1
9691.76,14793,-5486,131,179,815,0
10599.9,38298,-4760,39,204,1874,0
3939.38,1930.02,-1147.13,8,63,166,1
11996.2,61105,-5.28E+03,38,247,2754,1
3297.39,1274.88,-663.558,32,40,100,1
4467.21,1369,-1350,14,68,87,0
14274.7,70276,-7360,36,284,3218,0
7144.95,5179.73,-1280.34,28,83,226,0
13013,123693,-8405,58,281,4915,0
8539.79,25475.6,-3215.75,36,157,1519,1
20859.3,224605,-9724,48,433,8218,0
24190.2,280121,-1.29E+04,72,540,8870,1
16745.6,144394,-3.72E+03,49,315,5844,1
7499.88,20869,-2949,8,144,1158,0
18597.2,131156,-10594,9,260,2983,0
8491.57,14231,-3652,54,135,732,0
11326.5,37324,-3800,52,199,1752,0
9008.15,39045.4,5.05E+02,13,196,1885,1
7818.45,10731,-3210,16,126,653,0
10771.8,52569,-6399,84,225,2747,0
8294.03,21168.9,-2829.41,77,145,1156,1
7474.26,7338,-2444,28,106,483,0
13346.1,94766,-6195,182,283,3798,0
4899.97,2853.85,-1280.16,52,67,224,1
10938.1,86618.9,-2.43E+03,24,220,3450,1
12782.6,63943,-5420,57,250,2827,0
10326.6,84462.7,-2.32E+03,21,220,3450,1
11294.8,112600,-3.14E+03,45,235,4905,1
7484.24,11864,-3752,85,132,730,0
11256.8,51030,-5522,88,164,2054,0
18511.2,159861,-1.02E+04,84,388,6290,1
9530.12,39866.8,-2.90E+03,11,196,1885,1
36715.4,1350800,-24252,134,971,31560,0
13764.3,82719.8,-5.13E+03,47,272,3539,1
9667.71,17581.9,-3905.19,74,172,973,1
11511.7,64862,-5411,200,249,2983,0
3891.56,889,-710,1,58,75,0
4763.53,4049.31,-7.29E+02,17,79,317,1
19731.5,251716,-1.32E+04,76,540,8870,1
8035.69,9669.82,-2443.13,27,123,621,1
9394.44,53151.2,-2.73E+03,12,188,2599,1
18906.7,318641,-11280,80,539,11420,0
11646.1,60230,-3737,35,240,2976,0
10418.3,50387,-3642,27,194,1867,0
6959,5258.18,-2137.24,59,107,346,1
9698.77,29895,-4613,64,174,1632,0
8096.65,13960,-2420,35,178,812,0
10397.7,54941,-5356,45,212,2597,0
6583.96,5140.85,-2192.11,49,107,346,1
3314.54,1355.73,-239.031,0,40,100,1
14913.4,66609,-2.49E+03,52,223,2059,1
7471.39,22485,-3800,13,133,1256,0
23782.5,260814,-1.35E+04,73,540,8870,1
7830.49,17284,-4920,11,132,850,0
10528.5,16169,-4360,127,166,770,0
12130.2,60640.1,-6.01E+03,31,247,2754,1
9245.48,25719,-3661,19,166,1408,0
21580.7,284392,-14653,51,513,9696,0
7455.78,14692.4,-2578.64,69,134,970,1
18490,162616,-9.86E+03,83,388,6290,1
7288.57,12383.9,-2641.91,27,123,725,0
9346.35,27429.7,-2909.98,93,158,1403,1
9596.77,58559,-5867,112,209,2968,0
8635.73,12035.6,-2763.36,90,136,619,1
15502.9,110327,-9131,179,329,4063,0
25814.3,328900,-9.93E+03,78,540,8870,1
13583.2,14562,-4579,148,231,697,0
15003.3,82164.1,-2.00E+03,67,223,2059,1
10845.9,49735,-5527,80,207,2386,0
12602,95222,-6507,267,276,4157,0
13464.5,74290,-10597,61,323,3135,0
11066.5,37732.1,-3840.33,99,205,1751,1
12565,58077,-6112,38,231,2606,0
11055.3,77773.1,-5.45E+03,39,272,3539,1
13702.4,141961,-6189.44,179,308,6057,1
9613.92,46675,-3183,36,202,2319,0
8519.39,15694,-2947.29,102,138,934,0
39680.2,1282300,-21711,188,981,31307,0
18115.1,161072,-1.02E+04,96,388,6290,1
9634.52,47131,-2703,112,208,2392,0
24677.3,469596,-1.28E+04,46,483,15505,1
14909.4,112349,-3416,54,329,5117,0
10623.5,37823,-5881,16,190,1870,0
5874.07,5150.82,-2279.11,8,99,321,0
8457.6,11464,-4114,61,127,653,0
25030.2,265310,-1.02E+04,108,537,8350,1
9119.85,25326.5,-7.95E+02,16,166,1111,1
9082.22,51979.8,-3.41E+03,24,188,2599,1
2533.86,50.9638,-4.47E+02,96,33,5,1
7229.51,14921,-3195,43,145,807,0
4971.98,1961,-1616,12,78,149,0
14772.3,102492,-7417,54,308,4248,0
9785.83,38084,-5647,22,212,2122,0
6812.61,17280,-3212,70,125,1062,0
9786.99,17278,-5395,97,182,892,0
9277.84,48316,-3717,23,190,2596,0
15947.4,236801,-11443,450,384,9123,0
13877.8,112508,-8213,221,279,4813,0
23552.6,272344,-1.27E+04,85,540,8870,1
10492.9,36874,-5079,61,209,1874,0
6028.46,3836,-1663,13,89,246,0
18300.1,202098,-8.83E+03,55,390,7459,1
7158.81,9436.53,-3453.2,16,138,554,0
14819.8,92578.6,-5.59E+03,43,254,3885,1
7596.6,13151,-4361,11,139,808,0
12677.7,81331,-6391,51,294,4060,0
20754.8,189756,-7.34E+03,75,403,6746,1
21988.7,243998,-1.09E+04,84,537,8350,1
10705.2,13875,-3809,38,184,734,0
6544.62,8594,-2795,17,116,490,0
16127.6,115420,-4.17E+03,61,271,4426,1
18105.5,148703,-7249,146,341,5529,0
8054.7,11737,-1694,16,140,732,0
5067.99,3097.37,-789.123,37,51,132,1
22777,246796,-1.25E+04,102,537,8350,1
12139,62968,-6787,85,272,2828,0
13155.2,60447.3,-5.08E+03,36,247,2754,1
2504.5,61.0779,-2.35E+02,6,33,5,1
13879.6,75789.2,-3.75E+03,33,249,3630,1
12124.5,114642,-2.65E+03,43,235,4905,1
8383.06,16050,-3858,8,169,892,0
6860.79,5251.06,-2160.35,61,107,346,1
15847.3,251160,-7825,105,387,10383,0
6307.22,13558,-2895,22,122,927,0
8607.07,13597.7,-2870.16,16,148,729,1
8807.04,9267,-1800,279,152,429,0
11622.3,56288,-5022,48,227,2461,0
13016,104152,-7152,85,309,4431,0
13876.4,140984,-5.24E+03,33,315,5844,1
5090.28,3447,-1348,9,81,247,0
13439.1,98370,-6451,76,274,4245,0
14031.5,92434,-5909,72,290,3796,0
12347.7,112679,-3.25E+03,40,235,4905,1
11171.4,125214,-4446,77,247,5830,0
13756,159514,-6029,65,321,6735,0
16749.2,117320,-4.52E+03,62,271,4426,1
18483.7,161081,-9.32E+03,86,388,6290,1
10423.5,39854,-4694,180,207,1935,0
13667.9,68134,-4419,72,238,2609,0
10532,37933.1,-4229.97,116,205,1751,1
8449.66,25370.1,-3262.15,23,157,1519,1
5137.01,1902,-1715,8,76,166,0
9300.16,16363,-3766,66,154,889,0
16475.3,444024,-8376,70,384,15662,0
11092.9,38314,-6539,38,233,1998,0
9912.66,25946,-3086,50,185,1522,0
10640.1,12755,-3169,25,135,585,0
15310.2,162594,-10039,73,411,6075,0
4374.86,3051.46,-1383.64,41,71,249,0
11496.6,41065.5,-1.97E+03,34,166,1414,1
8588.89,25222.1,-3175.51,24,157,1519,1
17483.1,206184,-6482,97,390,7575,0
8591.85,10272.3,-2207.75,30,118,492,0
8802.37,15243,-3376,68,152,812,0
16549.8,164117,-7680.05,67,352,6744,1
12217.4,48798,7.51E+03,33,166,1414,1
6661.98,7738,-2490,10,114,520,0
13998.4,49625.2,-8.31E+02,57,223,2059,1
6680.35,5217,-615,7,81,294,0
10224.7,21614,-4322,39,195,1164,0
9363.39,16649.4,-3898.84,86,172,973,1
28232.1,536954,-13816,67,532,10980,0
10298.1,14995,-2608,40,155,659,0
13194.1,116609,-7899,185,319,5113,0
7848.04,11676.9,-2590.79,85,128,693,1
14235.9,141789,-6074.92,179,308,6057,1
16276.2,117450,-5.19E+03,55,271,4426,1
17740,197414,-8023,90,334,6982,0
9228.32,24034,-5142,19,160,1022,0
9722.54,20965,-4166,89,188,1069,0
22296.5,492812,-15125,108,531,15693,0
12056.4,47934.3,-4.85E+03,17,215,2188,1
21019.5,221333,-8210,287,402,6866,0
8387.46,20518,-4445,40,174,1164,0
12356.3,49270.4,-6.08E+03,28,215,2188,1
16352.5,207560,-10731,87,387,8211,0
5551.67,3240.1,-1069.11,39,71,249,1
5652.44,8801,-2067,15,100,653,0
7015.25,14179,-2454.23,84,120,809,1
8886.59,27440.2,-2943.37,71,158,1403,1
8091.08,21099.8,-2890.52,77,145,1156,1
19406.4,182632,-5475,103,341,5327,0
14369.7,126702,-4821,102,291,4915,0
4867.59,3155.36,-1116.85,29,71,249,1
9640.15,35265,-4289,20,166,1993,0
4687.97,3112.53,-1232.72,38,71,249,1
11290,75283,-5918,48,249,3627,0
18857.5,184122,-6999,229,439,6991,0
9836.53,31619,-5651,47,201,1641,0
20810.7,493202,-11555,88,477,16755,0
5987.1,4194.31,-1580.43,121,88,318,0
12658.2,70928,-5409,43,244,3461,0
13433.7,60938.3,-5.13E+03,39,247,2754,1
4616.2,2006.36,-961.542,5,63,166,1
6522.77,9105,-2560,14,104,523,0
10827.4,40715,-3436,44,182,1753,0
12398.5,79107.7,-5.56E+03,49,272,3539,1
16173.5,123701,-6969.26,59,313,4067,0
9731.18,18757,-3036,77,157,657,0
9824.34,30055,-5420,13,198,1418,0
9772.49,25463,-1.73E+02,16,166,1111,1
12373.4,78399.9,-4.19E+03,38,272,3539,1
11953,117388,-5447,313,237,4524,0
13869.9,140912,-4.88E+03,47,315,5844,1
18715.1,161535,-8.66E+03,90,388,6290,1
7103.61,9871,-1347,19,118,583,0
26667.5,790260,-18490,97,588,23128,0
7295.27,14122.6,-2310.31,73,120,809,1
6448.42,6740,-2464,51,120,426,0
15415.7,109520,-6.32E+03,34,322,4619,1
4279.29,1911.47,-1048.88,5,63,166,1
9199.87,13300,-4058,22,160,805,0
8962.57,47328,-4.05E+03,28,216,2677,1
3990.78,1411.09,-943.298,38,52,133,1
11918.6,50367.1,-3.99E+03,37,215,2188,1
24483.1,444592,-14372,84,429,10399,0
12780.4,79834.2,-6.01E+03,70,272,3539,1
7968.82,9104,-967,23,123,491,0
6560.66,4315,-1056,36,104,316,0
8939.27,25457,-3798,28,154,1409,0
9017.23,27496.9,-2.94E+03,25,166,1414,1
6947.23,5266.6,-2135.18,59,107,346,1
15601.1,115382,-4.97E+03,54,271,4426,1
7680,25458,-3902,43,142,1622,0
23662.3,387048,-136530,106,467,9412,0
9287.84,20078.9,-2894.96,201,153,1021,0
12916.4,47101,-4623,55,247,1998,0
18974,186253,-12443,60,425,6080,0
20447.8,427339,-9079,103,390,12484,0
13663.6,133475,-7723,71,300,5834,0
12015.9,81386,-4906,47,235,3794,0
7014.84,2633,-857,14,76,132,0
5628.39,4251.28,-1472.95,115,88,318,1
8109.12,25831,-2893,18,116,1110,0
23240.6,579178,-15238,443,549,16588,0
10538.2,29944,-3381,33,183,1418,0
13025.4,51269.9,5.34E+03,32,234,2464,1
6720.83,14173,-2471.38,82,120,809,1
7285.24,14231.8,-2358.17,81,120,809,1
13523.1,61215.1,-5.87E+03,27,247,2754,1
14156.5,50900.4,-2.10E+03,41,234,2464,1
24928.8,479151,-10883,86,489,8876,0
10042.5,8922,-3609,32,125,347,0
11316.3,36358,-6392.39,57,254,1816,0
11981.6,52241,-4987,37,214,1637,0
6090.24,6965,-2432,29,89,451,0
17503.1,193829,-8563,79,336,6868,0
8825.91,24770.9,-2402.52,39,157,1519,1
6049.43,5195,-1383,77,104,398,0
6610.47,9009,-2172,15,115,586,0
18666.5,151825,-12146,258,465,5752,0
13552,142597,-6383.56,162,308,6057,1
8471.91,26052.9,-3.23E+03,40,156,1364,1
7503.73,8545,-3731,64,109,517,0
20721.5,363348,-9546,113,475,11873,0
25376.8,474498,-1.10E+04,58,483,15505,1
16020,84493,-7059,56,320,3380,0
6678.63,5315.5,-2158.03,57,107,346,1
13228.5,32191,-4957,42,211,1471,0
10472.9,32039,-5491,121,197,1579,0
19556.9,324534,-12399,108,509,11268,0
6418.78,10267.3,-2.99E+03,16,109,689,1
16817.4,156763,-9068,183,357,6171,0
22522.1,254052,-11569,86,474,8352,0
20613,223537,-10256,127,437,7103,0
23754.3,334898,-10131,309,498,10985,0
15311.1,60411.5,-6522.64,141,305,2610,1
20435.9,260889,-12173,66,457,8864,0
8205.22,38906.3,-3.89E+03,11,196,1885,1
11109.6,35082,-8347,156,277,1586,0
13101.2,37654.8,-1.47E+03,45,234,1581,1
7905.8,24105,-2635,23,152,1408,0
25495.1,477157,-1.09E+04,58,483,15505,1
8911.03,50628.2,-3.56E+03,25,188,2599,1
21686.3,355374,-3.82E+03,89,462,11563,1
32347.7,855945,-17463,163,711,20648,0
15002.3,59999.9,-6501.6,149,305,2610,1
13738.9,73284,-9270,53,298,3296,0
13607.4,140599,-6204.37,169,308,6057,1
9579.54,39916.1,-2.61E+03,11,196,1885,1
7907,24931,-5083,69,134,1517,0
20421.5,124223,-10384,82,436,4628,0
6697.76,11760.5,-1875.25,5,95,645,0
9973.69,25899.1,-7.74E+02,19,166,1111,1
9203.51,43233.9,-3307.14,103,159,2181,0
9835.86,25163,-3068,72,172,1468,0
19650.8,409670,-1.15E+04,63,473,14125,1
7228.03,14064.4,-2373.55,90,120,809,1
6216.72,14839,-3059,33,114,889,0
13202.2,45646.3,-2.49E+03,43,223,2059,1
18220.9,161028,-1.02E+04,84,388,6290,1
10181.4,67471,-6430,29,206,3203,0
10641.6,85781.4,-2.49E+03,23,220,3450,1
13574.5,77027.1,-2.79E+03,39,264,3217,1
8380.32,8352,-2402,31,142,485,0
10722.7,26917,-4343.18,48,214,1469,1
5689.28,4043.64,-2.24E+03,14,86,205,1
7419.06,7846,-1990,15,115,457,0
8579.15,30651,-5610,36,179,1526,0
9781.46,32730,-6605,34,179,1631,0
12017.9,70093,-5112,143,279,3451,0
9495.11,39294.8,-3.09E+03,15,196,1885,1
14009.8,52035.9,-3.67E+03,38,234,2464,1
10327.7,22985,-3972,57,163,1113,0
6988.75,13873.4,-1562.69,18,96,804,1
9363.55,25343,-3869,39,175,1364,0
12935.7,92081.7,-5.47E+03,62,254,3885,1
22846.4,346933,-10351,122,513,11712,0
15761.9,115343,-5.57E+03,49,271,4426,1
10712.1,41421,-4330,133,197,2317,0
6708.93,15223,-2617,23,115,806,0
14473.8,71465.3,-3.30E+03,70,224,2192,1
16476,110964,-6.90E+03,48,322,4619,1
10862.4,19732,-2683,24,164,490,0
9831.06,28886,-5211,31,181,1417,0
9213.42,36760.9,-4.57E+03,48,196,1997,1
4842.01,2932.41,-1240.23,48,67,224,1
10742.7,84631,-6001,39,254,4333,0
8998.96,21480,-2199,27,141,1160,0
12189.6,21179,-4125,112,240,1164,0
9580.94,27205,-3392.66,33,174,1415,1
5711.76,5745.53,-2013.03,62,97,428,0
8393.12,25818,-2760,37,171,1261,0
7988.65,7777.21,-1.21E+03,12,111,453,1
5471.43,6939.25,-1635.21,48,93,545,1
7664.27,4860.93,-1.80E+03,26,86,205,1
9171.53,27512.3,-3.14E+03,25,166,1414,1
11806.2,146406,-8457,36,287,6283,0
11012.4,85560.7,-2.33E+03,30,220,3450,1
24943.1,317341,-13404,132,493,9974,0
7514,14337.3,-2273.74,78,120,809,1
16289.5,66247,-4266,33,254,1475,0
6082.76,11692.2,-1920.05,16,105,765,1
11603.2,35463.5,-9.16E+02,30,166,1111,1
14043.2,91950,-6274,81,283,3719,0
10599.3,155312,-5783,21,242,6497,0
11468.3,50121.3,-4.47E+03,24,216,2677,1
9578.5,16687,-3828.21,87,172,973,1
5943.74,2988,-1069,8,88,205,0
16648.9,110914,-6.16E+03,35,322,4619,1
12672.6,69793,-8708,79,267,3214,0
9196.5,12365.1,-2680.99,89,136,619,1
25208.8,375931,-12992,254,507,10839,0
17965.5,178950,-8403,195,376,6406,0
12644.9,67357,-5205,95,243,3058,0
12529.4,113441,-2.81E+03,43,235,4905,1
15322.4,188989,-9887,318,344,7453,0
23941.1,263107,-8.70E+03,98,537,8350,1
5996.65,4200.43,-1305,121,88,318,1
19022.9,193999,-8440,97,402,7099,0
8745.94,13804.6,-3008.47,15,148,729,1
5211.17,3386.48,-822.76,50,51,132,1
19690.6,206794,-11565,55,352,6063,0
10349.9,49929,-5396,44,255,2530,0
26320.9,249910,-11285,37,396,5966,0
8634.81,9959.88,-2880.89,22,138,554,1
18148.9,177102,-10113,218,411,6750,0
13932.9,51531,-4.21E+03,39,234,2464,1
6565.23,10364.2,-3.32E+03,14,109,689,1
12712.1,70120.7,-6648.06,26,262,2980,0
20648.8,198728,-13931,53,492,6873,0
10466.2,38197,-4910,18,213,1875,0
9537.03,37891,-4732,49,179,1929,0
10873.6,35907,-3725,47,215,1695,0
10009.6,17414,-3689,19,181,894,0
14930.3,57671.8,-4.63E+03,36,215,2188,1
23267.8,238278,-9.82E+03,91,537,8350,1
8833.89,26397.9,-2.67E+03,31,156,1364,1
10632.6,48347.3,-4.47E+03,26,216,2677,1
8015.72,19271,-2942,26,151,1156,0
19429.9,160305,-10805,75,398,5739,0
8465.72,11947.3,-2727.49,69,136,619,1
15793.5,216990,-9819,44,338,8323,0
9900.49,48780,-4061,36,200,2533,0
7253.13,14515,-1522,28,153,806,0
7371.33,6417.41,-2425.31,66,109,400,0
11658.9,49219,-6.14E+03,34,215,2188,1
8659.16,23270,-3897,8,138,1071,0
4600.17,2622,-1442,5,71,184,0
13495.3,132598,-7927,218,301,5529,0
14844,80013,-2.58E+03,67,223,2059,1
14646.4,52628.8,-2.43E+03,52,223,2059,1
19801.3,282968,-9881,112,572,10117,0
6929.16,10332.6,-2.91E+03,16,109,689,1
8551.05,29076,-4693,100,168,1523,0
13423.2,51318.4,-2.63E+03,40,234,2464,1
17318.1,321115,-9575,60,415,12186,0
21700.4,398174,-14915,307,487,13315,0
11384.9,91396.4,-6.59E+03,51,254,3885,1
7341.04,13859.7,-2365.63,87,120,809,1
12738.1,58747,-7221,92,201,2528,0
8463.89,11699.9,-2425.71,82,128,693,1
8308.81,33486,-4184,17,155,1808,0
16284.7,129857,-7704,208,349,4074,0
8913.96,28724.2,-2.36E+03,25,166,1414,1
7083.16,5265.63,-2072.22,60,107,346,1
14484.6,104901,-8855,161,309,4621,0
6977.67,9719,-191,18,124,519,0
8105.66,12064.3,-2828.5,92,128,693,0
13742.4,59644.8,-5.01E+03,31,247,2754,1
8663.59,27637.2,-3154.14,94,158,1403,1
9829.34,36201,-3624,46,183,1877,0
18710.5,265252,-8982,66,434,9682,0
13084,98597.4,-7968.02,33,316,4341,0
24025.5,274009,-12609,53,544,9011,0
24677.1,260454,-7.43E+03,98,537,8350,1
10805.2,59672,-5679,194,257,3052,0
18172.5,138783,-7.83E+03,119,449,5537,1
6551.78,10328.8,-3.45E+03,13,109,689,1
11428.8,41533.8,-1.45E+03,31,166,1414,1
9558.97,11208,-2779,18,155,552,0
9958.72,48066.5,-6.61E+03,22,216,2677,1
10777,72681,-6298,46,230,3702,0
14342.2,104788,-4990,135,269,4518,0
6420.12,4148.16,-1974.36,60,101,270,0
9969.14,52350.3,-3.17E+03,27,188,2599,1
4136.47,1453.43,-957.474,39,52,133,1
8197.25,21217,-37275,13,145,1251,0
15189.3,116551,-6820,60,258,3382,0
6816.93,13749.9,-1488.91,26,96,804,1
25934.8,279637,-1.15E+04,84,540,8870,1
7398.81,13954.6,-2408.23,92,120,809,1
5660.73,3686.33,-777.035,43,51,132,1
7151.28,14147,-2373.68,95,120,809,1
15727.8,221534,-9619,38,332,7951,0
18034.9,161828,-5.78E+03,77,388,6290,1
15245.4,60940.2,-5.36E+03,39,215,2188,1
9198.5,22409,-3054,33,186,1262,0
9111.87,17728,-4132,85,191,1024,0
28824.5,670303,-20576,114,633,18851,0
15442.8,283424,-10546,87,426,10536,0
15818.5,81124.3,-2.24E+03,59,223,2059,1
10922.4,86900.7,-2.44E+03,20,220,3450,1
10983.5,62438.1,-5739.1,41,245,3058,0
9854.81,43089,-5623,15,189,2122,0
21029.9,236827,-1.63E+03,89,537,8350,1
8616.6,16786.7,-2837.42,79,142,844,1
10169.8,46828.7,-3.69E+03,22,216,2677,1
17532.1,136911,-7290,37,310,5121,0
7508.44,17084,-2070,22,136,1016,0
6567.62,10486,-2194,10,116,725,0
18252.2,174643,-6918,152,364,6072,0
10111.2,23690.7,-2.11E+03,43,166,1111,1
4880.07,4903,-2779,32,78,367,0
13127.3,142133,-6270.82,166,308,6057,1
7026.44,5992,-2218,11,110,315,0
22442.2,579250,-13452,36,496,18065,0
12940.9,42741,-7621,72,220,1642,0
10349.1,49272.6,-4.95E+03,22,216,2677,1
